LSOA Code,Borough,ARSON AND CRIMINAL DAMAGE,BURGLARY,DRUG OFFENCES,MISCELLANEOUS CRIMES AGAINST SOCIETY,POSSESSION OF WEAPONS,PUBLIC ORDER OFFENCES,ROBBERY,THEFT,VEHICLE OFFENCES,VIOLENCE AGAINST THE PERSON
E01000006,E09000002,372.0,568.0,480.0,96.0,24.0,156.0,264.0,440.0,1152.0,1412.0
E01000007,E09000002,1468.0,688.0,2584.0,296.0,280.0,1456.0,1328.0,5224.0,1152.0,6392.0
E01000008,E09000002,848.0,508.0,840.0,184.0,80.0,372.0,324.0,2296.0,1676.0,2392.0
E01000009,E09000002,1092.0,732.0,1944.0,148.0,112.0,680.0,1004.0,2480.0,1220.0,3844.0
E01000011,E09000002,508.0,420.0,364.0,104.0,32.0,160.0,252.0,528.0,676.0,1988.0
E01000012,E09000002,824.0,496.0,748.0,124.0,112.0,296.0,412.0,760.0,1376.0,2632.0
E01000013,E09000002,1148.0,980.0,1320.0,184.0,128.0,764.0,760.0,3800.0,1144.0,3716.0
E01000014,E09000002,824.0,652.0,356.0,64.0,44.0,328.0,192.0,516.0,964.0,2148.0
E01000015,E09000002,952.0,760.0,500.0,100.0,48.0,292.0,224.0,584.0,996.0,2648.0
E01000016,E09000002,640.0,528.0,268.0,52.0,24.0,200.0,128.0,1032.0,876.0,1504.0
E01000017,E09000002,496.0,600.0,256.0,76.0,16.0,280.0,192.0,544.0,820.0,1700.0
E01000018,E09000002,776.0,696.0,200.0,108.0,24.0,256.0,108.0,420.0,852.0,2032.0
E01000019,E09000002,492.0,776.0,124.0,64.0,20.0,184.0,144.0,560.0,844.0,1516.0
E01000020,E09000002,468.0,816.0,220.0,100.0,40.0,204.0,236.0,1752.0,820.0,1788.0
E01000021,E09000002,796.0,844.0,636.0,100.0,52.0,384.0,268.0,896.0,1144.0,2356.0
E01000022,E09000002,444.0,568.0,124.0,60.0,8.0,140.0,60.0,324.0,468.0,1408.0
E01000024,E09000002,408.0,496.0,168.0,108.0,36.0,204.0,132.0,336.0,576.0,1180.0
E01000025,E09000002,500.0,576.0,204.0,72.0,24.0,248.0,132.0,348.0,964.0,1760.0
E01000027,E09000002,1176.0,852.0,344.0,160.0,56.0,444.0,212.0,956.0,1268.0,2800.0
E01000028,E09000002,664.0,564.0,268.0,48.0,36.0,348.0,172.0,504.0,896.0,2096.0
E01000029,E09000002,476.0,1096.0,220.0,56.0,20.0,200.0,156.0,368.0,1084.0,1192.0
E01000030,E09000002,1340.0,1000.0,452.0,144.0,108.0,712.0,384.0,1692.0,2232.0,3432.0
E01000031,E09000002,632.0,904.0,308.0,116.0,104.0,304.0,216.0,920.0,1352.0,2048.0
E01000032,E09000002,724.0,1168.0,516.0,72.0,68.0,572.0,724.0,2496.0,1020.0,2152.0
E01000033,E09000002,632.0,492.0,336.0,84.0,48.0,236.0,112.0,496.0,656.0,1764.0
E01000034,E09000002,536.0,460.0,372.0,88.0,32.0,244.0,168.0,564.0,564.0,1628.0
E01000035,E09000002,1048.0,948.0,796.0,164.0,140.0,596.0,396.0,2148.0,1192.0,3072.0
E01000036,E09000002,596.0,472.0,352.0,104.0,56.0,416.0,220.0,800.0,780.0,1748.0
E01000037,E09000002,364.0,592.0,404.0,80.0,92.0,308.0,156.0,760.0,664.0,1752.0
E01000038,E09000002,356.0,588.0,232.0,60.0,20.0,168.0,136.0,568.0,628.0,784.0
E01000039,E09000002,376.0,400.0,420.0,24.0,20.0,188.0,68.0,312.0,612.0,1088.0
E01000040,E09000002,664.0,792.0,448.0,128.0,68.0,348.0,200.0,984.0,1068.0,2108.0
E01000041,E09000002,524.0,512.0,116.0,60.0,20.0,188.0,92.0,268.0,820.0,1532.0
E01000042,E09000002,820.0,932.0,368.0,96.0,16.0,356.0,228.0,688.0,1412.0,2696.0
E01000043,E09000002,596.0,720.0,276.0,84.0,76.0,196.0,176.0,772.0,1260.0,1364.0
E01000044,E09000002,456.0,756.0,396.0,80.0,32.0,256.0,264.0,736.0,872.0,1908.0
E01000045,E09000002,1140.0,1016.0,644.0,164.0,104.0,692.0,440.0,5600.0,1672.0,3308.0
E01000046,E09000002,632.0,560.0,216.0,60.0,20.0,204.0,188.0,468.0,1060.0,1468.0
E01000049,E09000002,756.0,676.0,720.0,100.0,96.0,284.0,288.0,4632.0,1232.0,2064.0
E01000050,E09000002,628.0,552.0,708.0,96.0,80.0,316.0,388.0,996.0,876.0,2208.0
E01000051,E09000002,476.0,420.0,308.0,64.0,12.0,180.0,216.0,732.0,432.0,1344.0
E01000052,E09000002,856.0,1008.0,576.0,148.0,44.0,288.0,360.0,976.0,1632.0,2120.0
E01000053,E09000002,776.0,752.0,396.0,144.0,84.0,408.0,432.0,1204.0,1060.0,2484.0
E01000054,E09000002,688.0,716.0,200.0,92.0,52.0,212.0,164.0,416.0,1024.0,1872.0
E01000055,E09000002,772.0,608.0,200.0,80.0,76.0,256.0,216.0,480.0,920.0,1920.0
E01000056,E09000002,1016.0,624.0,592.0,140.0,80.0,492.0,516.0,1356.0,1840.0,2796.0
E01000057,E09000002,808.0,628.0,236.0,68.0,68.0,380.0,444.0,1204.0,908.0,2104.0
E01000058,E09000002,696.0,720.0,160.0,136.0,64.0,244.0,144.0,572.0,988.0,2124.0
E01000059,E09000002,528.0,736.0,100.0,68.0,16.0,216.0,196.0,412.0,972.0,1608.0
E01000060,E09000002,1108.0,1076.0,656.0,152.0,112.0,756.0,740.0,4932.0,1408.0,3528.0
E01000061,E09000002,1192.0,644.0,792.0,188.0,68.0,676.0,472.0,1668.0,1120.0,4004.0
E01000062,E09000002,796.0,888.0,420.0,116.0,52.0,312.0,284.0,616.0,1088.0,2080.0
E01000063,E09000002,596.0,584.0,168.0,96.0,16.0,300.0,152.0,440.0,956.0,1684.0
E01000064,E09000002,800.0,976.0,352.0,88.0,68.0,432.0,264.0,1676.0,852.0,2844.0
E01000065,E09000002,620.0,864.0,288.0,116.0,20.0,272.0,248.0,764.0,1056.0,1848.0
E01000066,E09000002,424.0,1032.0,436.0,88.0,44.0,172.0,200.0,680.0,1204.0,1620.0
E01000067,E09000002,500.0,844.0,276.0,76.0,52.0,312.0,240.0,1248.0,1360.0,1624.0
E01000068,E09000002,572.0,712.0,504.0,80.0,60.0,192.0,256.0,752.0,1136.0,1556.0
E01000069,E09000002,324.0,596.0,220.0,56.0,16.0,144.0,196.0,328.0,1064.0,1148.0
E01000070,E09000002,776.0,1020.0,1776.0,132.0,92.0,524.0,908.0,2636.0,1492.0,2236.0
E01000071,E09000002,496.0,880.0,356.0,76.0,24.0,316.0,392.0,1004.0,1348.0,2076.0
E01000072,E09000002,1000.0,832.0,852.0,156.0,92.0,528.0,724.0,2056.0,1448.0,3188.0
E01000073,E09000002,484.0,696.0,248.0,76.0,28.0,188.0,192.0,592.0,1000.0,1648.0
E01000074,E09000002,560.0,520.0,136.0,60.0,36.0,272.0,112.0,412.0,912.0,1692.0
E01000075,E09000002,844.0,888.0,540.0,140.0,84.0,476.0,708.0,1532.0,1364.0,2272.0
E01000076,E09000002,684.0,668.0,140.0,112.0,32.0,216.0,104.0,624.0,972.0,1712.0
E01000077,E09000002,740.0,600.0,252.0,92.0,44.0,452.0,352.0,976.0,860.0,2212.0
E01000078,E09000002,864.0,648.0,312.0,72.0,56.0,392.0,316.0,748.0,860.0,2464.0
E01000079,E09000002,516.0,604.0,428.0,104.0,28.0,164.0,204.0,432.0,788.0,1452.0
E01000080,E09000002,624.0,612.0,304.0,140.0,64.0,248.0,284.0,632.0,768.0,2144.0
E01000081,E09000002,536.0,500.0,116.0,88.0,20.0,184.0,64.0,420.0,756.0,1468.0
E01000082,E09000002,688.0,592.0,340.0,128.0,60.0,384.0,240.0,1380.0,964.0,2232.0
E01000083,E09000002,548.0,632.0,252.0,80.0,24.0,228.0,200.0,636.0,752.0,1932.0
E01000084,E09000002,764.0,528.0,592.0,196.0,104.0,444.0,620.0,1732.0,912.0,2720.0
E01000085,E09000002,816.0,764.0,460.0,140.0,72.0,356.0,400.0,1016.0,708.0,2336.0
E01000086,E09000002,520.0,492.0,172.0,68.0,36.0,288.0,240.0,440.0,772.0,1752.0
E01000087,E09000002,1340.0,904.0,620.0,116.0,60.0,496.0,388.0,1452.0,2408.0,2348.0
E01000088,E09000002,640.0,740.0,500.0,164.0,120.0,356.0,332.0,900.0,1016.0,2756.0
E01000089,E09000002,620.0,656.0,192.0,96.0,12.0,204.0,88.0,408.0,800.0,1968.0
E01000090,E09000002,656.0,852.0,364.0,76.0,52.0,372.0,312.0,1988.0,1204.0,1808.0
E01000091,E09000002,984.0,884.0,432.0,136.0,36.0,512.0,280.0,792.0,1236.0,2824.0
E01000093,E09000002,916.0,960.0,536.0,140.0,84.0,540.0,300.0,1076.0,1136.0,3092.0
E01000094,E09000002,548.0,576.0,252.0,72.0,52.0,248.0,100.0,756.0,1244.0,2004.0
E01000095,E09000002,1464.0,1532.0,592.0,320.0,108.0,1020.0,476.0,11572.0,3732.0,3616.0
E01000096,E09000002,948.0,900.0,308.0,128.0,84.0,400.0,440.0,1460.0,2416.0,2712.0
E01000097,E09000002,604.0,964.0,248.0,100.0,60.0,304.0,224.0,644.0,864.0,2000.0
E01000098,E09000002,732.0,956.0,280.0,120.0,44.0,372.0,252.0,3504.0,1080.0,2224.0
E01000099,E09000002,600.0,1136.0,268.0,104.0,52.0,284.0,160.0,724.0,1544.0,2008.0
E01000100,E09000002,592.0,736.0,200.0,100.0,12.0,280.0,196.0,424.0,864.0,1672.0
E01000101,E09000002,764.0,728.0,184.0,84.0,32.0,300.0,316.0,772.0,796.0,1760.0
E01000102,E09000002,576.0,616.0,264.0,80.0,48.0,232.0,236.0,436.0,884.0,1572.0
E01000103,E09000002,588.0,740.0,492.0,72.0,44.0,304.0,164.0,448.0,732.0,1628.0
E01000104,E09000002,812.0,800.0,468.0,104.0,76.0,400.0,164.0,2124.0,1008.0,2516.0
E01000105,E09000002,1384.0,1180.0,912.0,184.0,152.0,892.0,752.0,5380.0,1348.0,4276.0
E01000106,E09000002,1164.0,1160.0,828.0,160.0,124.0,548.0,480.0,1124.0,1596.0,3752.0
E01000107,E09000002,292.0,660.0,128.0,104.0,16.0,208.0,80.0,296.0,608.0,1260.0
E01000108,E09000002,648.0,740.0,412.0,128.0,36.0,556.0,292.0,1152.0,804.0,2536.0
E01000110,E09000002,348.0,616.0,140.0,48.0,12.0,124.0,88.0,432.0,764.0,932.0
E01000111,E09000002,908.0,1392.0,416.0,140.0,52.0,528.0,268.0,1632.0,1596.0,2584.0
E01000112,E09000002,768.0,1040.0,344.0,64.0,36.0,336.0,300.0,1112.0,1756.0,1840.0
E01000113,E09000002,876.0,1224.0,428.0,144.0,52.0,524.0,348.0,1320.0,1080.0,2520.0
E01000114,E09000002,876.0,1276.0,448.0,160.0,96.0,552.0,460.0,2340.0,1284.0,2836.0
E01000115,E09000003,148.0,680.0,88.0,36.0,16.0,104.0,72.0,216.0,968.0,536.0
E01000116,E09000003,380.0,924.0,152.0,80.0,32.0,172.0,256.0,676.0,1016.0,800.0
E01000117,E09000003,496.0,1060.0,116.0,64.0,32.0,272.0,108.0,904.0,1060.0,1200.0
E01000118,E09000003,388.0,880.0,268.0,44.0,24.0,128.0,204.0,360.0,928.0,868.0
E01000119,E09000003,224.0,716.0,128.0,76.0,40.0,144.0,164.0,308.0,808.0,680.0
E01000120,E09000003,196.0,692.0,112.0,40.0,8.0,60.0,68.0,256.0,860.0,556.0
E01000121,E09000003,432.0,432.0,176.0,64.0,20.0,268.0,52.0,276.0,428.0,1440.0
E01000122,E09000003,268.0,832.0,64.0,12.0,4.0,88.0,56.0,188.0,1000.0,416.0
E01000123,E09000003,372.0,872.0,216.0,100.0,36.0,244.0,92.0,636.0,1108.0,1372.0
E01000124,E09000003,840.0,1156.0,344.0,100.0,44.0,676.0,312.0,5672.0,1368.0,1944.0
E01000126,E09000003,592.0,372.0,440.0,80.0,40.0,272.0,188.0,756.0,940.0,1844.0
E01000127,E09000003,376.0,484.0,384.0,52.0,40.0,192.0,224.0,492.0,656.0,1388.0
E01000128,E09000003,652.0,900.0,384.0,96.0,24.0,264.0,280.0,452.0,1148.0,1404.0
E01000129,E09000003,1368.0,1108.0,852.0,252.0,144.0,960.0,728.0,3740.0,1184.0,4212.0
E01000130,E09000003,576.0,600.0,200.0,64.0,20.0,348.0,152.0,448.0,796.0,1712.0
E01000131,E09000003,404.0,880.0,268.0,52.0,32.0,180.0,236.0,532.0,1024.0,1336.0
E01000132,E09000003,396.0,440.0,172.0,64.0,44.0,188.0,132.0,352.0,520.0,1572.0
E01000133,E09000003,484.0,460.0,212.0,112.0,12.0,268.0,136.0,420.0,728.0,1600.0
E01000134,E09000003,432.0,496.0,184.0,36.0,24.0,276.0,88.0,372.0,576.0,1316.0
E01000135,E09000003,308.0,1500.0,136.0,64.0,12.0,180.0,224.0,628.0,1048.0,868.0
E01000136,E09000003,240.0,1152.0,108.0,16.0,16.0,216.0,208.0,640.0,1156.0,692.0
E01000137,E09000003,556.0,708.0,188.0,140.0,24.0,188.0,124.0,588.0,940.0,1588.0
E01000138,E09000003,396.0,1360.0,160.0,68.0,20.0,188.0,152.0,656.0,1248.0,1264.0
E01000139,E09000003,420.0,1076.0,132.0,40.0,8.0,208.0,168.0,1104.0,884.0,1044.0
E01000140,E09000003,480.0,1188.0,168.0,40.0,12.0,280.0,136.0,1032.0,932.0,1412.0
E01000141,E09000003,1780.0,1772.0,1072.0,280.0,208.0,1736.0,996.0,7700.0,3676.0,5792.0
E01000142,E09000003,304.0,1096.0,196.0,80.0,20.0,156.0,176.0,628.0,1456.0,1380.0
E01000143,E09000003,516.0,1016.0,216.0,532.0,40.0,348.0,236.0,1744.0,964.0,1460.0
E01000144,E09000003,592.0,1416.0,184.0,116.0,32.0,624.0,320.0,2380.0,1136.0,2256.0
E01000145,E09000003,264.0,928.0,148.0,16.0,12.0,220.0,108.0,640.0,796.0,1172.0
E01000146,E09000003,1432.0,1892.0,508.0,244.0,84.0,1348.0,804.0,8284.0,1320.0,3876.0
E01000147,E09000003,260.0,596.0,124.0,36.0,8.0,152.0,88.0,396.0,748.0,976.0
E01000150,E09000003,756.0,1028.0,344.0,112.0,44.0,444.0,288.0,4004.0,2668.0,1704.0
E01000151,E09000003,948.0,780.0,872.0,128.0,116.0,632.0,368.0,880.0,844.0,3164.0
E01000152,E09000003,720.0,656.0,476.0,88.0,56.0,280.0,236.0,560.0,940.0,1844.0
E01000153,E09000003,816.0,920.0,576.0,112.0,72.0,308.0,88.0,616.0,920.0,2172.0
E01000154,E09000003,528.0,524.0,404.0,68.0,44.0,260.0,152.0,644.0,680.0,1588.0
E01000156,E09000003,444.0,964.0,160.0,96.0,32.0,248.0,244.0,1056.0,1316.0,1064.0
E01000157,E09000003,256.0,624.0,60.0,20.0,8.0,136.0,92.0,304.0,1044.0,852.0
E01000158,E09000003,416.0,868.0,236.0,80.0,52.0,280.0,228.0,556.0,1140.0,1448.0
E01000159,E09000003,504.0,1040.0,316.0,52.0,48.0,160.0,340.0,484.0,1228.0,1208.0
E01000160,E09000003,944.0,1068.0,416.0,96.0,84.0,692.0,428.0,2180.0,1848.0,2168.0
E01000161,E09000003,672.0,1056.0,300.0,96.0,36.0,332.0,184.0,788.0,1420.0,1540.0
E01000162,E09000003,636.0,1016.0,224.0,84.0,56.0,564.0,384.0,1652.0,960.0,1968.0
E01000163,E09000003,692.0,660.0,252.0,56.0,20.0,256.0,140.0,560.0,1240.0,1644.0
E01000164,E09000003,804.0,900.0,412.0,164.0,60.0,688.0,388.0,9484.0,3152.0,2252.0
E01000165,E09000003,300.0,572.0,100.0,24.0,16.0,132.0,52.0,324.0,1236.0,976.0
E01000166,E09000003,428.0,748.0,136.0,44.0,36.0,152.0,84.0,344.0,872.0,868.0
E01000167,E09000003,660.0,524.0,220.0,92.0,12.0,296.0,144.0,340.0,568.0,1324.0
E01000168,E09000003,184.0,856.0,52.0,36.0,0.0,96.0,32.0,204.0,884.0,508.0
E01000169,E09000003,312.0,600.0,156.0,44.0,16.0,76.0,76.0,224.0,968.0,696.0
E01000170,E09000003,560.0,824.0,188.0,80.0,44.0,384.0,132.0,968.0,992.0,1608.0
E01000171,E09000003,980.0,1024.0,440.0,172.0,84.0,816.0,360.0,3480.0,1748.0,2948.0
E01000172,E09000003,248.0,604.0,60.0,32.0,52.0,108.0,80.0,384.0,844.0,696.0
E01000173,E09000003,372.0,868.0,120.0,40.0,12.0,152.0,64.0,256.0,1072.0,792.0
E01000174,E09000003,644.0,644.0,328.0,116.0,44.0,344.0,252.0,1888.0,948.0,1584.0
E01000175,E09000003,212.0,792.0,164.0,24.0,8.0,120.0,128.0,264.0,832.0,676.0
E01000176,E09000003,488.0,636.0,116.0,64.0,28.0,332.0,108.0,436.0,716.0,1368.0
E01000177,E09000003,404.0,772.0,64.0,28.0,16.0,116.0,176.0,1068.0,948.0,736.0
E01000178,E09000003,420.0,868.0,116.0,48.0,48.0,176.0,196.0,852.0,1228.0,796.0
E01000179,E09000003,236.0,532.0,96.0,48.0,24.0,132.0,108.0,536.0,956.0,784.0
E01000180,E09000003,288.0,640.0,68.0,40.0,20.0,184.0,140.0,448.0,664.0,968.0
E01000181,E09000003,512.0,756.0,112.0,88.0,40.0,348.0,440.0,2328.0,1036.0,1216.0
E01000182,E09000003,396.0,864.0,152.0,60.0,36.0,320.0,584.0,1424.0,960.0,952.0
E01000183,E09000003,192.0,736.0,24.0,24.0,4.0,80.0,96.0,416.0,840.0,592.0
E01000184,E09000003,584.0,548.0,356.0,56.0,40.0,268.0,136.0,608.0,1128.0,1444.0
E01000185,E09000003,512.0,488.0,184.0,56.0,20.0,268.0,132.0,444.0,648.0,1252.0
E01000186,E09000003,164.0,496.0,64.0,56.0,8.0,104.0,96.0,292.0,632.0,464.0
E01000187,E09000003,404.0,484.0,124.0,40.0,0.0,228.0,40.0,464.0,400.0,956.0
E01000188,E09000003,468.0,936.0,164.0,52.0,16.0,268.0,160.0,3348.0,752.0,1064.0
E01000189,E09000003,844.0,860.0,300.0,104.0,20.0,292.0,128.0,888.0,664.0,1984.0
E01000190,E09000003,280.0,804.0,100.0,32.0,12.0,104.0,76.0,376.0,720.0,708.0
E01000191,E09000003,212.0,524.0,72.0,24.0,8.0,152.0,68.0,372.0,608.0,436.0
E01000192,E09000003,856.0,1020.0,268.0,204.0,56.0,1004.0,632.0,3932.0,1032.0,2472.0
E01000193,E09000003,952.0,1000.0,500.0,212.0,80.0,968.0,684.0,10348.0,1900.0,2912.0
E01000194,E09000003,984.0,1376.0,404.0,140.0,56.0,620.0,436.0,2024.0,1440.0,2656.0
E01000195,E09000003,788.0,588.0,280.0,140.0,32.0,244.0,152.0,2600.0,2984.0,1764.0
E01000196,E09000003,748.0,1144.0,276.0,156.0,36.0,796.0,348.0,2336.0,1004.0,2268.0
E01000197,E09000003,344.0,968.0,148.0,24.0,12.0,208.0,156.0,704.0,1160.0,1100.0
E01000198,E09000003,356.0,1016.0,112.0,88.0,20.0,160.0,96.0,504.0,1380.0,1004.0
E01000199,E09000003,296.0,920.0,88.0,28.0,12.0,136.0,12.0,380.0,896.0,476.0
E01000200,E09000003,312.0,904.0,84.0,28.0,4.0,92.0,64.0,392.0,1260.0,768.0
E01000201,E09000003,176.0,1104.0,92.0,32.0,12.0,96.0,72.0,452.0,1572.0,576.0
E01000202,E09000003,180.0,788.0,52.0,32.0,12.0,72.0,72.0,436.0,1540.0,596.0
E01000203,E09000003,440.0,1048.0,200.0,44.0,24.0,304.0,144.0,560.0,1660.0,1124.0
E01000204,E09000003,276.0,1132.0,136.0,60.0,24.0,196.0,128.0,608.0,1232.0,940.0
E01000205,E09000003,384.0,1148.0,112.0,28.0,4.0,112.0,56.0,388.0,1908.0,740.0
E01000206,E09000003,388.0,1096.0,116.0,40.0,8.0,288.0,276.0,860.0,2872.0,672.0
E01000207,E09000003,356.0,992.0,60.0,68.0,8.0,156.0,96.0,908.0,1596.0,660.0
E01000208,E09000003,224.0,1136.0,44.0,44.0,8.0,148.0,272.0,568.0,1380.0,720.0
E01000209,E09000003,220.0,944.0,96.0,24.0,0.0,168.0,64.0,428.0,1544.0,492.0
E01000210,E09000003,332.0,780.0,40.0,40.0,12.0,156.0,88.0,532.0,1444.0,672.0
E01000211,E09000003,800.0,1712.0,176.0,164.0,32.0,688.0,228.0,6124.0,1456.0,1996.0
E01000212,E09000003,208.0,812.0,100.0,36.0,4.0,156.0,100.0,460.0,1192.0,744.0
E01000213,E09000003,152.0,676.0,36.0,36.0,0.0,88.0,48.0,236.0,1492.0,380.0
E01000214,E09000003,328.0,700.0,164.0,28.0,24.0,328.0,252.0,1348.0,1184.0,956.0
E01000215,E09000003,312.0,904.0,84.0,84.0,12.0,252.0,132.0,856.0,952.0,1052.0
E01000216,E09000003,252.0,932.0,88.0,40.0,8.0,164.0,88.0,436.0,1028.0,632.0
E01000217,E09000003,216.0,596.0,52.0,12.0,20.0,116.0,64.0,348.0,1040.0,624.0
E01000218,E09000003,372.0,1024.0,84.0,56.0,12.0,164.0,68.0,796.0,728.0,1228.0
E01000219,E09000003,452.0,1036.0,164.0,52.0,24.0,312.0,236.0,712.0,1056.0,1400.0
E01000220,E09000003,264.0,876.0,84.0,44.0,24.0,220.0,64.0,844.0,812.0,1200.0
E01000221,E09000003,968.0,964.0,488.0,248.0,72.0,820.0,484.0,8888.0,4208.0,2960.0
E01000222,E09000003,484.0,1272.0,208.0,80.0,28.0,220.0,184.0,440.0,928.0,1700.0
E01000223,E09000003,704.0,1216.0,460.0,200.0,80.0,632.0,328.0,4268.0,2052.0,2488.0
E01000224,E09000003,276.0,940.0,92.0,40.0,24.0,144.0,128.0,348.0,828.0,944.0
E01000225,E09000003,204.0,832.0,56.0,32.0,0.0,124.0,36.0,304.0,1156.0,504.0
E01000226,E09000003,512.0,736.0,172.0,108.0,36.0,216.0,100.0,460.0,692.0,1516.0
E01000227,E09000003,272.0,948.0,88.0,20.0,4.0,132.0,100.0,356.0,820.0,760.0
E01000228,E09000003,508.0,944.0,160.0,104.0,44.0,192.0,56.0,628.0,784.0,1048.0
E01000229,E09000003,384.0,572.0,152.0,60.0,12.0,228.0,92.0,340.0,624.0,1172.0
E01000230,E09000003,276.0,608.0,140.0,48.0,20.0,176.0,60.0,388.0,696.0,752.0
E01000231,E09000003,404.0,716.0,148.0,60.0,16.0,292.0,132.0,3672.0,1140.0,1272.0
E01000232,E09000003,400.0,976.0,188.0,68.0,16.0,180.0,112.0,372.0,1032.0,1124.0
E01000233,E09000003,360.0,1076.0,156.0,68.0,12.0,304.0,164.0,1180.0,1052.0,1164.0
E01000234,E09000003,260.0,692.0,172.0,48.0,44.0,148.0,88.0,320.0,908.0,808.0
E01000235,E09000003,600.0,700.0,364.0,120.0,68.0,384.0,172.0,880.0,852.0,1804.0
E01000236,E09000003,272.0,932.0,176.0,40.0,52.0,212.0,104.0,456.0,1156.0,940.0
E01000237,E09000003,716.0,1424.0,956.0,132.0,112.0,892.0,816.0,2268.0,1152.0,2748.0
E01000238,E09000003,428.0,944.0,160.0,92.0,8.0,248.0,88.0,556.0,1320.0,1028.0
E01000239,E09000003,596.0,976.0,536.0,104.0,36.0,396.0,204.0,2016.0,844.0,1928.0
E01000240,E09000003,420.0,1216.0,220.0,40.0,24.0,228.0,132.0,620.0,1116.0,1484.0
E01000241,E09000003,336.0,768.0,148.0,52.0,20.0,184.0,80.0,396.0,1252.0,1112.0
E01000242,E09000003,352.0,892.0,152.0,76.0,16.0,212.0,92.0,488.0,1116.0,996.0
E01000243,E09000003,796.0,1200.0,324.0,156.0,60.0,480.0,252.0,3228.0,1056.0,1864.0
E01000244,E09000003,548.0,920.0,232.0,68.0,52.0,336.0,324.0,1600.0,744.0,1716.0
E01000245,E09000003,1184.0,1440.0,644.0,116.0,52.0,744.0,432.0,2432.0,1612.0,2964.0
E01000246,E09000003,220.0,656.0,160.0,32.0,0.0,132.0,92.0,144.0,796.0,560.0
E01000247,E09000003,348.0,788.0,144.0,60.0,16.0,172.0,120.0,500.0,784.0,912.0
E01000248,E09000003,544.0,776.0,124.0,56.0,20.0,400.0,356.0,3696.0,884.0,1056.0
E01000249,E09000003,312.0,740.0,80.0,60.0,20.0,80.0,60.0,300.0,616.0,448.0
E01000250,E09000003,1176.0,1308.0,500.0,252.0,92.0,1192.0,684.0,5588.0,1172.0,3556.0
E01000251,E09000003,940.0,1028.0,316.0,92.0,48.0,596.0,248.0,960.0,1160.0,2080.0
E01000252,E09000003,356.0,812.0,148.0,52.0,12.0,244.0,108.0,1984.0,1004.0,1180.0
E01000253,E09000003,264.0,1068.0,96.0,36.0,24.0,212.0,68.0,1528.0,760.0,892.0
E01000254,E09000003,396.0,652.0,68.0,20.0,0.0,116.0,104.0,436.0,808.0,612.0
E01000255,E09000003,400.0,896.0,260.0,40.0,32.0,248.0,128.0,556.0,1020.0,1168.0
E01000256,E09000003,360.0,876.0,116.0,80.0,20.0,176.0,88.0,376.0,980.0,948.0
E01000257,E09000003,716.0,1112.0,344.0,76.0,32.0,396.0,200.0,4364.0,1108.0,2016.0
E01000258,E09000003,436.0,1012.0,352.0,60.0,36.0,300.0,348.0,4656.0,1408.0,1108.0
E01000259,E09000003,576.0,1516.0,284.0,68.0,12.0,212.0,128.0,1028.0,1780.0,1384.0
E01000260,E09000003,632.0,1132.0,272.0,92.0,52.0,480.0,224.0,2824.0,2064.0,1788.0
E01000261,E09000003,168.0,832.0,44.0,24.0,8.0,108.0,60.0,484.0,916.0,616.0
E01000263,E09000003,120.0,712.0,80.0,28.0,0.0,76.0,72.0,188.0,860.0,324.0
E01000264,E09000003,880.0,1580.0,432.0,236.0,60.0,804.0,596.0,3940.0,1516.0,2528.0
E01000265,E09000003,572.0,832.0,160.0,80.0,28.0,324.0,136.0,544.0,812.0,1256.0
E01000266,E09000003,212.0,832.0,72.0,16.0,8.0,72.0,60.0,216.0,932.0,488.0
E01000267,E09000003,348.0,832.0,68.0,32.0,12.0,124.0,64.0,244.0,852.0,560.0
E01000268,E09000003,732.0,1000.0,300.0,124.0,56.0,632.0,300.0,2948.0,1332.0,2644.0
E01000269,E09000003,280.0,708.0,96.0,32.0,32.0,124.0,48.0,312.0,700.0,600.0
E01000270,E09000003,228.0,756.0,84.0,52.0,0.0,100.0,28.0,236.0,740.0,556.0
E01000271,E09000003,264.0,996.0,112.0,24.0,20.0,164.0,80.0,836.0,988.0,696.0
E01000272,E09000003,192.0,864.0,84.0,32.0,20.0,76.0,72.0,236.0,908.0,400.0
E01000273,E09000003,520.0,972.0,164.0,88.0,24.0,244.0,280.0,1092.0,768.0,1256.0
E01000274,E09000003,500.0,1020.0,192.0,96.0,20.0,216.0,140.0,1288.0,932.0,1328.0
E01000275,E09000003,200.0,752.0,16.0,28.0,4.0,52.0,76.0,316.0,736.0,648.0
E01000276,E09000003,124.0,496.0,68.0,0.0,0.0,48.0,60.0,160.0,472.0,192.0
E01000277,E09000003,312.0,576.0,144.0,40.0,8.0,116.0,124.0,424.0,672.0,792.0
E01000278,E09000003,148.0,672.0,44.0,16.0,16.0,44.0,48.0,176.0,520.0,336.0
E01000279,E09000003,244.0,764.0,88.0,48.0,32.0,196.0,80.0,468.0,736.0,760.0
E01000280,E09000003,112.0,636.0,64.0,24.0,8.0,100.0,68.0,204.0,524.0,404.0
E01000281,E09000003,596.0,860.0,212.0,216.0,56.0,608.0,252.0,4280.0,808.0,1872.0
E01000282,E09000003,324.0,932.0,272.0,36.0,32.0,160.0,140.0,488.0,744.0,836.0
E01000283,E09000003,80.0,576.0,40.0,0.0,4.0,20.0,32.0,156.0,656.0,212.0
