LSOA Code,Borough,ARSON AND CRIMINAL DAMAGE,BURGLARY,DRUG OFFENCES,MISCELLANEOUS CRIMES AGAINST SOCIETY,POSSESSION OF WEAPONS,PUBLIC ORDER OFFENCES,ROBBERY,THEFT,VEHICLE OFFENCES,VIOLENCE AGAINST THE PERSON
E01003708,E09000026,764.0,728.0,432.0,108.0,68.0,280.0,156.0,632.0,1016.0,1924.0
E01003709,E09000026,192.0,784.0,136.0,68.0,12.0,148.0,88.0,240.0,828.0,724.0
E01003710,E09000026,176.0,616.0,116.0,24.0,4.0,92.0,68.0,216.0,788.0,644.0
E01003711,E09000026,592.0,784.0,516.0,104.0,80.0,416.0,344.0,2128.0,936.0,1768.0
E01003712,E09000026,316.0,476.0,400.0,48.0,24.0,164.0,100.0,364.0,808.0,1268.0
E01003713,E09000026,332.0,664.0,184.0,60.0,24.0,136.0,84.0,380.0,1084.0,1320.0
E01003714,E09000026,800.0,716.0,684.0,144.0,84.0,476.0,404.0,1548.0,1408.0,2384.0
E01003715,E09000026,648.0,780.0,368.0,68.0,48.0,228.0,192.0,664.0,1420.0,1556.0
E01003716,E09000026,540.0,704.0,744.0,76.0,32.0,292.0,320.0,688.0,1316.0,1536.0
E01003718,E09000026,436.0,748.0,488.0,40.0,36.0,124.0,216.0,524.0,1112.0,1416.0
E01003719,E09000026,796.0,1056.0,988.0,144.0,56.0,624.0,540.0,1840.0,1876.0,3220.0
E01003720,E09000026,924.0,924.0,320.0,104.0,36.0,540.0,268.0,2056.0,984.0,2252.0
E01003721,E09000026,656.0,764.0,256.0,60.0,52.0,192.0,164.0,996.0,776.0,1380.0
E01003722,E09000026,624.0,896.0,244.0,76.0,32.0,304.0,156.0,552.0,916.0,1768.0
E01003723,E09000026,716.0,736.0,260.0,96.0,96.0,460.0,152.0,688.0,804.0,2460.0
E01003724,E09000026,412.0,724.0,116.0,60.0,28.0,144.0,84.0,396.0,776.0,980.0
E01003725,E09000026,504.0,496.0,172.0,56.0,32.0,136.0,112.0,292.0,676.0,1184.0
E01003726,E09000026,980.0,1204.0,604.0,172.0,52.0,536.0,220.0,1296.0,1804.0,2524.0
E01003727,E09000026,568.0,640.0,152.0,56.0,20.0,268.0,64.0,484.0,876.0,1536.0
E01003729,E09000026,904.0,648.0,1100.0,384.0,108.0,656.0,812.0,3232.0,1336.0,3504.0
E01003730,E09000026,464.0,240.0,324.0,48.0,32.0,216.0,180.0,456.0,972.0,1580.0
E01003731,E09000026,388.0,572.0,408.0,80.0,24.0,224.0,156.0,476.0,968.0,1524.0
E01003732,E09000026,616.0,1040.0,696.0,116.0,40.0,256.0,196.0,616.0,820.0,2044.0
E01003733,E09000026,640.0,588.0,524.0,144.0,52.0,344.0,264.0,712.0,1092.0,2076.0
E01003734,E09000026,668.0,788.0,720.0,240.0,64.0,368.0,532.0,1516.0,1380.0,2592.0
E01003735,E09000026,788.0,684.0,556.0,148.0,80.0,492.0,292.0,2116.0,832.0,2844.0
E01003736,E09000026,352.0,384.0,312.0,88.0,52.0,132.0,188.0,416.0,756.0,1300.0
E01003737,E09000026,496.0,1132.0,456.0,52.0,16.0,180.0,188.0,420.0,1460.0,1336.0
E01003738,E09000026,464.0,888.0,380.0,84.0,32.0,188.0,232.0,388.0,1444.0,1816.0
E01003739,E09000026,620.0,952.0,636.0,92.0,48.0,248.0,300.0,876.0,1512.0,2416.0
E01003740,E09000026,676.0,944.0,928.0,76.0,28.0,324.0,380.0,680.0,1956.0,2036.0
E01003741,E09000026,328.0,740.0,392.0,56.0,24.0,140.0,208.0,520.0,1368.0,1204.0
E01003742,E09000026,500.0,496.0,320.0,84.0,24.0,276.0,208.0,776.0,1396.0,1944.0
E01003743,E09000026,732.0,660.0,540.0,72.0,52.0,288.0,300.0,640.0,1464.0,1852.0
E01003744,E09000026,148.0,552.0,144.0,36.0,0.0,68.0,40.0,240.0,824.0,392.0
E01003745,E09000026,176.0,596.0,64.0,12.0,4.0,52.0,40.0,164.0,940.0,352.0
E01003746,E09000026,360.0,628.0,312.0,40.0,48.0,252.0,152.0,584.0,1208.0,988.0
E01003747,E09000026,92.0,636.0,24.0,16.0,4.0,40.0,56.0,168.0,660.0,296.0
E01003748,E09000026,420.0,952.0,108.0,72.0,28.0,304.0,248.0,2068.0,1372.0,968.0
E01003749,E09000026,252.0,544.0,104.0,20.0,8.0,80.0,132.0,228.0,752.0,596.0
E01003750,E09000026,684.0,1016.0,288.0,44.0,28.0,284.0,324.0,964.0,1736.0,1088.0
E01003751,E09000026,492.0,1200.0,628.0,88.0,40.0,216.0,316.0,712.0,1396.0,1520.0
E01003752,E09000026,352.0,1052.0,492.0,92.0,40.0,172.0,248.0,664.0,1844.0,1712.0
E01003753,E09000026,280.0,712.0,248.0,52.0,12.0,164.0,208.0,340.0,1244.0,960.0
E01003754,E09000026,260.0,680.0,240.0,28.0,24.0,144.0,168.0,388.0,828.0,848.0
E01003755,E09000026,476.0,824.0,552.0,76.0,60.0,268.0,256.0,3780.0,1288.0,1428.0
E01003756,E09000026,476.0,796.0,404.0,76.0,68.0,352.0,244.0,804.0,1324.0,1964.0
E01003757,E09000026,364.0,776.0,464.0,88.0,40.0,192.0,188.0,612.0,1424.0,1680.0
E01003759,E09000026,152.0,744.0,72.0,8.0,12.0,52.0,68.0,196.0,992.0,288.0
E01003760,E09000026,744.0,1088.0,288.0,112.0,80.0,212.0,192.0,940.0,1276.0,1888.0
E01003761,E09000026,720.0,320.0,200.0,100.0,44.0,304.0,160.0,492.0,1228.0,1816.0
E01003762,E09000026,432.0,1000.0,184.0,40.0,12.0,216.0,116.0,488.0,1272.0,964.0
E01003763,E09000026,368.0,1348.0,148.0,44.0,16.0,184.0,132.0,1988.0,1628.0,840.0
E01003764,E09000026,516.0,1072.0,284.0,64.0,28.0,248.0,148.0,724.0,1396.0,1340.0
E01003765,E09000026,436.0,912.0,152.0,44.0,4.0,192.0,216.0,800.0,1320.0,848.0
E01003766,E09000026,320.0,556.0,212.0,64.0,12.0,148.0,160.0,500.0,1016.0,1576.0
E01003767,E09000026,788.0,888.0,712.0,160.0,72.0,620.0,520.0,4756.0,1272.0,3400.0
E01003768,E09000026,804.0,684.0,480.0,196.0,120.0,444.0,436.0,1540.0,812.0,3232.0
E01003769,E09000026,712.0,680.0,700.0,164.0,128.0,636.0,640.0,6148.0,1440.0,3012.0
E01003770,E09000026,2496.0,1124.0,1064.0,168.0,108.0,1168.0,328.0,2444.0,1780.0,10936.0
E01003771,E09000026,952.0,740.0,332.0,76.0,40.0,360.0,176.0,524.0,1036.0,2764.0
E01003772,E09000026,280.0,732.0,408.0,60.0,16.0,140.0,152.0,392.0,968.0,1332.0
E01003773,E09000026,508.0,948.0,396.0,72.0,44.0,212.0,240.0,1536.0,1144.0,1344.0
E01003774,E09000026,356.0,796.0,112.0,32.0,8.0,212.0,44.0,356.0,1484.0,748.0
E01003775,E09000026,224.0,772.0,148.0,36.0,4.0,116.0,104.0,324.0,1064.0,568.0
E01003776,E09000026,632.0,756.0,308.0,236.0,24.0,416.0,252.0,892.0,1324.0,1184.0
E01003777,E09000026,400.0,820.0,92.0,60.0,4.0,120.0,188.0,752.0,1972.0,760.0
E01003778,E09000026,792.0,1644.0,388.0,112.0,60.0,604.0,692.0,5340.0,1956.0,2068.0
E01003779,E09000026,360.0,652.0,164.0,40.0,24.0,140.0,152.0,476.0,1580.0,732.0
E01003780,E09000026,188.0,704.0,8.0,20.0,4.0,40.0,28.0,192.0,960.0,264.0
E01003781,E09000026,800.0,1152.0,1080.0,140.0,104.0,616.0,636.0,2288.0,1660.0,3660.0
E01003782,E09000026,380.0,508.0,624.0,56.0,32.0,188.0,208.0,576.0,1012.0,1344.0
E01003783,E09000026,1864.0,1932.0,4008.0,344.0,320.0,1832.0,1732.0,21336.0,2472.0,7384.0
E01003784,E09000026,324.0,572.0,248.0,72.0,48.0,132.0,104.0,472.0,1228.0,1428.0
E01003785,E09000026,680.0,876.0,684.0,104.0,36.0,300.0,304.0,1016.0,1756.0,2384.0
E01003786,E09000026,332.0,484.0,272.0,48.0,8.0,128.0,100.0,260.0,1132.0,768.0
E01003787,E09000026,284.0,400.0,432.0,48.0,12.0,140.0,208.0,408.0,1272.0,1012.0
E01003788,E09000026,780.0,964.0,1240.0,164.0,108.0,576.0,620.0,1412.0,1864.0,3276.0
E01003789,E09000026,260.0,760.0,280.0,36.0,24.0,128.0,316.0,712.0,1412.0,684.0
E01003790,E09000026,328.0,744.0,492.0,52.0,16.0,216.0,196.0,488.0,1612.0,948.0
E01003791,E09000026,320.0,988.0,400.0,48.0,20.0,148.0,300.0,396.0,1672.0,580.0
E01003792,E09000026,264.0,564.0,276.0,16.0,16.0,136.0,216.0,468.0,1564.0,712.0
E01003793,E09000026,484.0,828.0,480.0,68.0,12.0,168.0,284.0,5596.0,1480.0,1180.0
E01003794,E09000026,292.0,752.0,128.0,36.0,16.0,100.0,156.0,288.0,1000.0,712.0
E01003795,E09000026,292.0,1072.0,272.0,52.0,68.0,156.0,92.0,608.0,1552.0,752.0
E01003796,E09000026,420.0,884.0,292.0,52.0,24.0,80.0,156.0,396.0,1492.0,576.0
E01003797,E09000027,240.0,608.0,72.0,48.0,8.0,76.0,28.0,588.0,1468.0,420.0
E01003798,E09000027,320.0,796.0,96.0,64.0,28.0,180.0,100.0,1128.0,1156.0,704.0
E01003799,E09000027,396.0,988.0,128.0,60.0,20.0,192.0,168.0,1532.0,2780.0,756.0
E01003800,E09000027,344.0,564.0,84.0,48.0,8.0,192.0,32.0,904.0,732.0,880.0
E01003801,E09000027,260.0,576.0,92.0,72.0,16.0,200.0,112.0,1860.0,1024.0,560.0
E01003802,E09000027,148.0,412.0,36.0,20.0,4.0,44.0,44.0,332.0,480.0,328.0
E01003803,E09000027,484.0,440.0,200.0,68.0,12.0,192.0,92.0,468.0,580.0,1436.0
E01003804,E09000027,264.0,616.0,84.0,32.0,0.0,84.0,56.0,792.0,772.0,748.0
E01003805,E09000027,164.0,652.0,120.0,12.0,8.0,108.0,48.0,436.0,1288.0,256.0
E01003806,E09000027,284.0,800.0,112.0,20.0,8.0,96.0,56.0,468.0,1092.0,380.0
E01003807,E09000027,592.0,1140.0,160.0,208.0,32.0,496.0,196.0,4480.0,1032.0,1532.0
E01003808,E09000027,372.0,644.0,56.0,8.0,0.0,180.0,48.0,828.0,1008.0,540.0
E01003809,E09000027,280.0,968.0,116.0,16.0,24.0,116.0,152.0,1076.0,1664.0,604.0
E01003810,E09000027,340.0,628.0,84.0,28.0,4.0,172.0,32.0,420.0,660.0,764.0
E01003811,E09000027,388.0,596.0,84.0,16.0,16.0,160.0,28.0,432.0,632.0,612.0
E01003812,E09000027,560.0,484.0,160.0,96.0,44.0,312.0,48.0,1068.0,708.0,1136.0
E01003813,E09000027,252.0,808.0,100.0,24.0,12.0,100.0,24.0,380.0,844.0,368.0
E01003814,E09000027,380.0,636.0,96.0,40.0,8.0,172.0,40.0,536.0,388.0,840.0
E01003815,E09000027,672.0,952.0,248.0,68.0,32.0,424.0,128.0,2196.0,752.0,1516.0
E01003816,E09000027,596.0,808.0,300.0,68.0,32.0,284.0,40.0,932.0,1008.0,1032.0
E01003817,E09000027,864.0,948.0,376.0,168.0,24.0,496.0,204.0,1744.0,740.0,1792.0
E01003818,E09000027,340.0,564.0,88.0,16.0,4.0,200.0,80.0,532.0,308.0,840.0
E01003819,E09000027,944.0,600.0,400.0,88.0,48.0,488.0,112.0,1064.0,760.0,1852.0
E01003820,E09000027,652.0,492.0,168.0,32.0,12.0,164.0,64.0,536.0,540.0,1344.0
E01003821,E09000027,352.0,760.0,256.0,32.0,8.0,188.0,116.0,1164.0,1168.0,916.0
E01003822,E09000027,228.0,712.0,64.0,28.0,8.0,96.0,12.0,252.0,492.0,204.0
E01003823,E09000027,872.0,852.0,632.0,100.0,12.0,440.0,116.0,2384.0,796.0,1480.0
E01003824,E09000027,448.0,764.0,72.0,16.0,16.0,116.0,28.0,424.0,552.0,448.0
E01003825,E09000027,272.0,688.0,40.0,36.0,12.0,88.0,72.0,312.0,456.0,468.0
E01003826,E09000027,760.0,692.0,140.0,64.0,44.0,364.0,36.0,992.0,564.0,1732.0
E01003827,E09000027,656.0,848.0,176.0,52.0,20.0,348.0,80.0,1120.0,648.0,1300.0
E01003828,E09000027,404.0,704.0,104.0,36.0,16.0,204.0,60.0,388.0,516.0,596.0
E01003829,E09000027,980.0,788.0,256.0,184.0,56.0,620.0,140.0,3144.0,1036.0,2564.0
E01003830,E09000027,408.0,776.0,116.0,32.0,12.0,208.0,36.0,484.0,500.0,1064.0
E01003831,E09000027,564.0,676.0,76.0,48.0,24.0,224.0,44.0,436.0,584.0,1040.0
E01003832,E09000027,756.0,428.0,128.0,92.0,12.0,312.0,72.0,528.0,508.0,1840.0
E01003833,E09000027,556.0,528.0,136.0,44.0,20.0,328.0,144.0,1072.0,460.0,1332.0
E01003834,E09000027,604.0,760.0,1288.0,80.0,32.0,308.0,172.0,1544.0,528.0,1372.0
E01003835,E09000027,424.0,508.0,68.0,28.0,0.0,100.0,32.0,980.0,660.0,504.0
E01003836,E09000027,392.0,420.0,88.0,16.0,8.0,180.0,64.0,488.0,408.0,776.0
E01003837,E09000027,512.0,596.0,196.0,84.0,20.0,248.0,68.0,948.0,700.0,1012.0
E01003838,E09000027,568.0,724.0,124.0,36.0,20.0,312.0,56.0,984.0,568.0,852.0
E01003839,E09000027,612.0,856.0,212.0,112.0,32.0,496.0,44.0,792.0,580.0,1808.0
E01003840,E09000027,364.0,668.0,176.0,68.0,12.0,152.0,64.0,396.0,736.0,1096.0
E01003841,E09000027,1092.0,700.0,484.0,168.0,84.0,544.0,236.0,784.0,964.0,2968.0
E01003842,E09000027,548.0,580.0,216.0,80.0,32.0,272.0,80.0,428.0,720.0,1440.0
E01003843,E09000027,520.0,704.0,244.0,72.0,44.0,244.0,96.0,488.0,884.0,1524.0
E01003844,E09000027,424.0,720.0,156.0,60.0,28.0,312.0,68.0,808.0,912.0,1136.0
E01003845,E09000027,324.0,600.0,172.0,56.0,48.0,280.0,100.0,408.0,948.0,948.0
E01003846,E09000027,268.0,724.0,80.0,20.0,12.0,76.0,36.0,680.0,1028.0,364.0
E01003847,E09000027,404.0,1100.0,160.0,100.0,16.0,308.0,96.0,2700.0,1284.0,1048.0
E01003848,E09000027,468.0,760.0,176.0,32.0,4.0,228.0,84.0,984.0,856.0,1176.0
E01003849,E09000027,316.0,640.0,84.0,32.0,8.0,168.0,28.0,628.0,844.0,568.0
E01003851,E09000027,376.0,1060.0,100.0,48.0,16.0,200.0,68.0,920.0,2108.0,540.0
E01003852,E09000027,396.0,1088.0,204.0,20.0,24.0,264.0,268.0,780.0,1104.0,780.0
E01003853,E09000027,500.0,908.0,108.0,32.0,16.0,136.0,104.0,660.0,1384.0,808.0
E01003854,E09000027,456.0,848.0,116.0,56.0,20.0,384.0,148.0,1856.0,1432.0,732.0
E01003855,E09000027,932.0,980.0,356.0,116.0,32.0,484.0,160.0,1208.0,1536.0,2100.0
E01003856,E09000027,316.0,716.0,108.0,28.0,16.0,156.0,84.0,720.0,856.0,828.0
E01003857,E09000027,352.0,612.0,60.0,28.0,12.0,176.0,72.0,744.0,956.0,696.0
E01003858,E09000027,360.0,852.0,88.0,20.0,8.0,140.0,64.0,1428.0,996.0,620.0
E01003859,E09000027,352.0,636.0,88.0,44.0,4.0,192.0,40.0,532.0,808.0,584.0
E01003860,E09000027,708.0,972.0,324.0,56.0,20.0,456.0,156.0,2308.0,2188.0,1768.0
E01003861,E09000027,468.0,760.0,176.0,48.0,16.0,232.0,52.0,1044.0,908.0,788.0
E01003862,E09000027,760.0,848.0,152.0,128.0,28.0,460.0,128.0,2480.0,1444.0,1716.0
E01003863,E09000027,492.0,608.0,132.0,40.0,12.0,208.0,108.0,1436.0,656.0,880.0
E01003864,E09000027,384.0,776.0,164.0,48.0,4.0,232.0,68.0,1520.0,1192.0,824.0
E01003865,E09000027,512.0,716.0,188.0,76.0,12.0,232.0,44.0,572.0,716.0,924.0
E01003866,E09000027,212.0,364.0,88.0,12.0,12.0,76.0,44.0,564.0,764.0,380.0
E01003867,E09000027,456.0,620.0,436.0,124.0,36.0,376.0,88.0,2516.0,724.0,1804.0
E01003868,E09000027,456.0,584.0,84.0,48.0,12.0,340.0,80.0,1528.0,600.0,860.0
E01003869,E09000027,436.0,636.0,316.0,40.0,12.0,152.0,172.0,864.0,664.0,884.0
E01003870,E09000027,376.0,848.0,440.0,52.0,24.0,156.0,120.0,1172.0,940.0,1076.0
E01003871,E09000027,420.0,872.0,80.0,32.0,12.0,144.0,44.0,644.0,1024.0,788.0
E01003872,E09000027,460.0,996.0,308.0,32.0,12.0,176.0,48.0,556.0,924.0,644.0
E01003873,E09000027,380.0,548.0,188.0,68.0,28.0,308.0,144.0,1932.0,928.0,1116.0
E01003874,E09000027,280.0,688.0,56.0,28.0,0.0,180.0,48.0,756.0,536.0,604.0
E01003875,E09000027,336.0,1116.0,124.0,40.0,40.0,196.0,60.0,772.0,764.0,820.0
E01003876,E09000027,2400.0,2104.0,1724.0,540.0,156.0,2076.0,1500.0,23928.0,3732.0,6616.0
E01003877,E09000027,176.0,628.0,40.0,8.0,0.0,76.0,28.0,484.0,592.0,420.0
E01003878,E09000027,796.0,508.0,1264.0,64.0,44.0,304.0,52.0,640.0,668.0,1300.0
E01003879,E09000027,300.0,664.0,52.0,32.0,8.0,152.0,40.0,696.0,696.0,496.0
E01003880,E09000027,268.0,516.0,208.0,20.0,4.0,156.0,84.0,664.0,532.0,696.0
E01003881,E09000027,328.0,388.0,116.0,48.0,0.0,80.0,44.0,788.0,344.0,488.0
E01003882,E09000027,516.0,720.0,184.0,72.0,52.0,300.0,136.0,1556.0,588.0,1384.0
E01003883,E09000027,436.0,544.0,84.0,32.0,16.0,164.0,96.0,888.0,532.0,944.0
E01003884,E09000027,476.0,660.0,104.0,40.0,16.0,220.0,68.0,1036.0,584.0,1132.0
E01003885,E09000027,380.0,600.0,120.0,32.0,16.0,136.0,64.0,756.0,488.0,684.0
E01003886,E09000027,432.0,584.0,96.0,72.0,8.0,228.0,36.0,1236.0,516.0,812.0
E01003887,E09000027,540.0,808.0,188.0,84.0,0.0,312.0,52.0,2004.0,708.0,956.0
E01003888,E09000027,620.0,700.0,268.0,144.0,36.0,588.0,148.0,3588.0,676.0,1828.0
E01003889,E09000027,400.0,800.0,148.0,48.0,4.0,152.0,28.0,924.0,616.0,500.0
E01003890,E09000027,268.0,612.0,20.0,52.0,8.0,116.0,8.0,420.0,324.0,536.0
E01003891,E09000027,380.0,676.0,168.0,36.0,12.0,168.0,36.0,1124.0,536.0,704.0
E01003892,E09000027,216.0,668.0,36.0,28.0,8.0,72.0,24.0,564.0,472.0,436.0
E01003893,E09000027,344.0,696.0,124.0,40.0,12.0,152.0,56.0,1064.0,412.0,708.0
E01003894,E09000027,304.0,652.0,108.0,32.0,8.0,176.0,60.0,656.0,464.0,588.0
E01003895,E09000027,640.0,684.0,184.0,48.0,32.0,252.0,136.0,1236.0,708.0,1172.0
E01003896,E09000027,1360.0,1144.0,796.0,264.0,76.0,1108.0,424.0,6316.0,824.0,3756.0
E01003897,E09000027,980.0,716.0,552.0,160.0,88.0,648.0,152.0,3456.0,1060.0,2708.0
E01003898,E09000027,460.0,632.0,140.0,40.0,8.0,192.0,64.0,984.0,532.0,868.0
E01003899,E09000027,320.0,520.0,96.0,32.0,20.0,152.0,24.0,1528.0,556.0,544.0
E01003900,E09000027,552.0,700.0,264.0,108.0,24.0,408.0,52.0,1028.0,524.0,1784.0
E01003901,E09000027,268.0,844.0,92.0,48.0,24.0,48.0,12.0,288.0,552.0,552.0
E01003902,E09000027,320.0,580.0,100.0,68.0,4.0,144.0,68.0,956.0,408.0,716.0
E01003903,E09000027,640.0,864.0,164.0,76.0,32.0,432.0,96.0,1524.0,1384.0,1304.0
E01003904,E09000027,520.0,384.0,124.0,20.0,24.0,268.0,184.0,596.0,428.0,1052.0
E01003905,E09000027,420.0,600.0,200.0,24.0,20.0,128.0,152.0,396.0,456.0,748.0
E01003906,E09000027,532.0,516.0,124.0,68.0,16.0,220.0,76.0,540.0,748.0,1216.0
E01003907,E09000027,732.0,764.0,152.0,56.0,28.0,304.0,52.0,444.0,636.0,1560.0
E01003908,E09000027,356.0,568.0,128.0,44.0,12.0,280.0,40.0,716.0,728.0,960.0
E01003909,E09000027,564.0,932.0,244.0,132.0,24.0,588.0,196.0,2900.0,760.0,1732.0
E01003910,E09000027,288.0,548.0,44.0,40.0,4.0,80.0,20.0,188.0,684.0,568.0
E01003911,E09000028,676.0,672.0,624.0,64.0,68.0,316.0,260.0,1296.0,740.0,2296.0
E01003912,E09000028,484.0,368.0,432.0,64.0,40.0,244.0,240.0,652.0,488.0,1604.0
E01003913,E09000028,1748.0,1908.0,928.0,180.0,128.0,1004.0,956.0,4100.0,1700.0,7188.0
E01003914,E09000028,608.0,912.0,560.0,112.0,60.0,448.0,296.0,2328.0,1264.0,1636.0
E01003915,E09000028,652.0,896.0,848.0,72.0,80.0,268.0,296.0,972.0,1156.0,1772.0
E01003916,E09000028,852.0,1008.0,1776.0,100.0,116.0,612.0,576.0,1904.0,1004.0,2648.0
E01003917,E09000028,880.0,992.0,1012.0,80.0,72.0,332.0,412.0,1240.0,752.0,2028.0
E01003918,E09000028,628.0,760.0,548.0,136.0,48.0,356.0,388.0,1420.0,732.0,1980.0
E01003919,E09000028,760.0,1060.0,628.0,76.0,108.0,440.0,620.0,1728.0,1112.0,2376.0
E01003920,E09000028,556.0,732.0,784.0,88.0,124.0,484.0,460.0,1168.0,768.0,2304.0
E01003921,E09000028,1676.0,1528.0,1528.0,212.0,312.0,1996.0,1564.0,9420.0,784.0,7092.0
E01003922,E09000028,1116.0,1180.0,1064.0,224.0,236.0,984.0,816.0,3088.0,1048.0,3864.0
E01003923,E09000028,744.0,928.0,568.0,116.0,72.0,404.0,488.0,2252.0,812.0,2012.0
E01003924,E09000028,528.0,780.0,556.0,112.0,96.0,344.0,512.0,1664.0,752.0,2724.0
E01003925,E09000028,460.0,524.0,548.0,96.0,48.0,244.0,596.0,1236.0,536.0,1896.0
E01003926,E09000028,424.0,624.0,464.0,80.0,88.0,360.0,460.0,1196.0,532.0,2076.0
E01003929,E09000028,1688.0,3228.0,2128.0,244.0,176.0,1608.0,1604.0,36052.0,1800.0,5412.0
E01003930,E09000028,728.0,1000.0,696.0,76.0,84.0,484.0,580.0,2528.0,688.0,2036.0
E01003932,E09000028,1064.0,968.0,1636.0,176.0,140.0,876.0,1308.0,6052.0,808.0,3304.0
E01003933,E09000028,752.0,944.0,1464.0,88.0,168.0,676.0,1008.0,4332.0,976.0,2480.0
E01003934,E09000028,1012.0,2028.0,1492.0,140.0,88.0,772.0,1224.0,15680.0,1260.0,2876.0
E01003935,E09000028,596.0,1264.0,584.0,40.0,56.0,304.0,404.0,6636.0,1032.0,1512.0
E01003936,E09000028,392.0,640.0,424.0,36.0,36.0,236.0,404.0,1936.0,576.0,784.0
E01003937,E09000028,916.0,768.0,1520.0,224.0,172.0,840.0,716.0,3912.0,904.0,2724.0
E01003938,E09000028,356.0,764.0,576.0,80.0,32.0,248.0,368.0,1176.0,548.0,1376.0
E01003939,E09000028,1464.0,2604.0,1540.0,292.0,204.0,1456.0,1500.0,21332.0,1316.0,5816.0
E01003940,E09000028,392.0,556.0,472.0,68.0,28.0,224.0,256.0,776.0,640.0,1436.0
E01003941,E09000028,548.0,972.0,740.0,120.0,100.0,484.0,504.0,3752.0,920.0,2032.0
E01003942,E09000028,488.0,604.0,628.0,124.0,104.0,456.0,584.0,1740.0,548.0,2244.0
E01003943,E09000028,600.0,640.0,948.0,60.0,88.0,344.0,468.0,1028.0,772.0,2008.0
E01003945,E09000028,452.0,1368.0,180.0,32.0,12.0,200.0,244.0,612.0,1588.0,864.0
E01003946,E09000028,444.0,1096.0,204.0,84.0,76.0,168.0,360.0,1100.0,1252.0,1344.0
E01003947,E09000028,492.0,348.0,300.0,100.0,48.0,296.0,360.0,516.0,636.0,2212.0
E01003948,E09000028,564.0,1172.0,268.0,64.0,40.0,308.0,384.0,5340.0,1308.0,1284.0
E01003949,E09000028,560.0,1064.0,176.0,32.0,28.0,256.0,232.0,920.0,1340.0,1164.0
E01003950,E09000028,544.0,680.0,324.0,48.0,48.0,244.0,240.0,756.0,804.0,1556.0
E01003951,E09000028,516.0,1284.0,212.0,44.0,44.0,216.0,632.0,1704.0,1256.0,812.0
E01003952,E09000028,668.0,1096.0,260.0,172.0,56.0,556.0,400.0,4828.0,1012.0,1904.0
E01003953,E09000028,772.0,1412.0,396.0,84.0,64.0,516.0,608.0,3176.0,1376.0,1872.0
E01003954,E09000028,288.0,528.0,88.0,52.0,28.0,160.0,132.0,568.0,844.0,752.0
E01003955,E09000028,360.0,760.0,108.0,60.0,20.0,164.0,100.0,624.0,1068.0,792.0
E01003956,E09000028,328.0,616.0,100.0,52.0,12.0,140.0,108.0,720.0,840.0,764.0
E01003957,E09000028,368.0,880.0,76.0,72.0,12.0,196.0,112.0,536.0,1024.0,860.0
E01003958,E09000028,472.0,840.0,180.0,56.0,24.0,344.0,212.0,1480.0,840.0,1688.0
E01003960,E09000028,752.0,1224.0,520.0,80.0,112.0,264.0,632.0,2592.0,728.0,1652.0
E01003961,E09000028,1084.0,1084.0,964.0,144.0,120.0,640.0,736.0,2560.0,1016.0,3028.0
E01003963,E09000028,544.0,492.0,800.0,160.0,88.0,428.0,468.0,1652.0,556.0,2480.0
E01003966,E09000028,1244.0,992.0,1344.0,156.0,208.0,792.0,904.0,2620.0,920.0,3916.0
E01003969,E09000028,1300.0,1524.0,2564.0,228.0,256.0,1288.0,1688.0,5488.0,1648.0,5048.0
E01003971,E09000028,620.0,772.0,748.0,72.0,88.0,320.0,564.0,856.0,520.0,2052.0
E01003972,E09000028,736.0,648.0,776.0,88.0,136.0,376.0,484.0,1232.0,664.0,2048.0
E01003973,E09000028,788.0,924.0,816.0,132.0,144.0,812.0,660.0,4616.0,764.0,2728.0
E01003975,E09000028,744.0,748.0,536.0,96.0,52.0,296.0,368.0,1380.0,776.0,2096.0
E01003976,E09000028,936.0,1288.0,996.0,132.0,76.0,544.0,668.0,3196.0,1448.0,2548.0
E01003977,E09000028,780.0,820.0,596.0,68.0,68.0,528.0,280.0,1312.0,824.0,2312.0
E01003979,E09000028,1092.0,1196.0,912.0,144.0,136.0,732.0,604.0,2916.0,1260.0,2856.0
E01003980,E09000028,1036.0,1240.0,1168.0,176.0,116.0,868.0,776.0,3584.0,1184.0,3236.0
E01003981,E09000028,1152.0,1592.0,1308.0,144.0,308.0,1120.0,1300.0,12692.0,2476.0,4304.0
E01003983,E09000028,644.0,424.0,728.0,84.0,56.0,352.0,416.0,928.0,984.0,2416.0
E01003984,E09000028,852.0,1036.0,3480.0,140.0,148.0,592.0,528.0,2688.0,1344.0,2784.0
E01003986,E09000028,808.0,840.0,800.0,88.0,112.0,580.0,420.0,1328.0,1004.0,2208.0
E01003987,E09000028,752.0,592.0,596.0,84.0,52.0,396.0,180.0,816.0,600.0,2312.0
E01003988,E09000028,1268.0,1588.0,1720.0,228.0,176.0,1020.0,736.0,3976.0,2212.0,4144.0
E01003989,E09000028,828.0,852.0,1192.0,216.0,140.0,708.0,596.0,3728.0,1560.0,3160.0
E01003990,E09000028,784.0,584.0,864.0,156.0,144.0,360.0,488.0,976.0,1224.0,2588.0
E01003991,E09000028,472.0,356.0,452.0,48.0,64.0,172.0,324.0,520.0,592.0,1328.0
E01003992,E09000028,468.0,516.0,492.0,92.0,60.0,264.0,292.0,576.0,584.0,1452.0
